barcodes,celltype
5718,Monocyte
3972,Baso
1180,Baso
3924,Neutrophil
5295,Baso
4245,Baso
5236,Baso
1099,Neutrophil
5663,Baso
3682,Baso
4683,Erythroid
2501,Baso
346,Baso
4042,Baso
2673,Monocyte
1261,Monocyte
1099,Neutrophil
5375,HSPC
352,HSPC
3966,HSPC
3266,Baso
1120,Baso
292,Monocyte
1983,Baso
2190,Neutrophil
3522,HSPC
5209,Monocyte
3646,Neutrophil
292,Monocyte
3250,Erythroid
2722,Baso
2423,Neutrophil
716,Neutrophil
4042,Baso
2632,Baso
1370,Baso
4419,Baso
5375,Erythroid
1180,Baso
3301,Neutrophil
5663,Baso
3646,Neutrophil
2673,Monocyte
3592,Baso
2887,Baso
766,Neutrophil
766,Neutrophil
3585,Baso
2834,Neutrophil
2722,Baso
5209,Neutrophil
5591,Neutrophil
3301,Neutrophil
2091,Neutrophil
1261,Neutrophil
2811,Neutrophil
3516,Baso
3585,Baso
516,Baso
5375,HSPC
5375,Erythroid
1589,Baso
5236,Erythroid
1099,Neutrophil
2367,Baso
1258,Baso
453,HSPC
2845,Baso
516,Baso
5724,HSPC
675,Neutrophil
2834,HSPC
3585,Baso
3585,Baso
2632,Baso
3096,Monocyte
3522,Neutrophil
4023,Baso
1370,Baso
3682,Baso
2994,HSPC
3671,HSPC
1843,Neutrophil
4833,HSPC
3119,HSPC
3966,Erythroid
1840,Baso
2722,Baso
1261,Neutrophil
2501,Baso
4724,Baso
766,Neutrophil
716,Neutrophil
4683,Erythroid
4608,Baso
3585,Baso
1541,Neutrophil
4375,Neutrophil
2580,Neutrophil
5768,HSPC
4904,Baso
2673,Monocyte
4758,Baso
1555,Monocyte
3869,Neutrophil
5138,Neutrophil
2015,Neutrophil
3585,Baso
3631,Monocyte
3646,Neutrophil
4870,HSPC
4968,Monocyte
4683,HSPC
4743,Baso
5156,Baso
784,Monocyte
2722,Baso
3924,Monocyte
3646,Neutrophil
2673,Monocyte
3646,Neutrophil
1004,Neutrophil
4013,Neutrophil
4833,HSPC
616,HSPC
5302,Baso
3522,Neutrophil
3682,Baso
1180,Baso
3671,Erythroid
2189,Neutrophil
4833,HSPC
3646,Neutrophil
3600,Baso
5375,HSPC
4683,Erythroid
1691,Neutrophil
2015,Neutrophil
784,Neutrophil
5715,Baso
3188,Baso
346,Baso
3925,Baso
766,Neutrophil
1745,Erythroid
3869,Neutrophil
766,Neutrophil
1978,Neutrophil
5137,Neutrophil
2189,Neutrophil
3301,Neutrophil
1258,Baso
2761,Baso
2539,Neutrophil
4758,Neutrophil
2580,Neutrophil
4723,Baso
2417,Baso
2189,Neutrophil
3646,Neutrophil
3925,Baso
4730,Monocyte
4042,Baso
3585,Baso
3585,Baso
5717,Erythroid
1712,Erythroid
5236,HSPC
2282,Baso
3093,Baso
3489,HSPC
4758,Baso
5209,Neutrophil
739,HSPC
5209,Neutrophil
2673,Neutrophil
1266,Neutrophil
3902,Baso
346,Neutrophil
1370,Baso
285,Neutrophil
3345,Neutrophil
5304,HSPC
998,HSPC
2580,Neutrophil
4723,Baso
56,Neutrophil
2673,Neutrophil
3979,Baso
965,Neutrophil
2190,Neutrophil
160,HSPC
855,Neutrophil
2015,Neutrophil
4730,Monocyte
2539,Neutrophil
4879,Neutrophil
3301,Neutrophil
626,Baso
4521,HSPC
3902,Baso
4758,Neutrophil
3646,HSPC
3522,Neutrophil
84,Baso
1915,Baso
3966,HSPC
3646,Neutrophil
3522,Neutrophil
346,Baso
4419,Baso
4879,Neutrophil
1915,Baso
739,HSPC
1140,Baso
4928,Baso
3925,Baso
4758,Baso
5209,Neutrophil
2189,Neutrophil
5281,Baso
5137,Neutrophil
2834,Neutrophil
3902,Baso
5236,HSPC
3979,Baso
716,Neutrophil
2810,Neutrophil
675,Neutrophil
3448,Neutrophil
4495,Baso
4833,HSPC
1370,Baso
5768,HSPC
4758,Neutrophil
1266,Neutrophil
965,Neutrophil
5718,Monocyte
5247,Baso
5302,Baso
3585,Baso
4419,Baso
1261,Neutrophil
2190,Neutrophil
766,Neutrophil
1099,Neutrophil
3301,Neutrophil
655,Neutrophil
4683,Erythroid
3250,HSPC
4683,HSPC
3902,Baso
4608,Baso
3869,Neutrophil
4013,Neutrophil
675,Neutrophil
3250,Erythroid
2015,Neutrophil
4758,Neutrophil
3682,Baso
2189,Neutrophil
3522,Neutrophil
850,Monocyte
4758,Neutrophil
2673,HSPC
5842,HSPC
4833,HSPC
4419,Baso
352,HSPC
4833,HSPC
5236,HSPC
1978,Neutrophil
766,Neutrophil
398,HSPC
2768,Baso
1261,Monocyte
2768,Baso
2,HSPC
4758,Neutrophil
3682,Baso
346,Neutrophil
84,Baso
2673,Monocyte
5209,Neutrophil
5663,Baso
1099,Neutrophil
5718,Monocyte
570,Baso
784,HSPC
3301,Neutrophil
4154,Neutrophil
570,HSPC
1530,Monocyte
4904,HSPC
4154,Neutrophil
766,Neutrophil
784,Monocyte
1329,Neutrophil
2190,Neutrophil
5150,Baso
766,HSPC
5198,Baso
2256,Baso
2768,Baso
5288,Baso
2015,Neutrophil
2015,Neutrophil
544,HSPC
5295,Baso
1484,Neutrophil
3925,Baso
982,Baso
3585,Baso
5150,Baso
5591,Neutrophil
1099,Neutrophil
1099,Neutrophil
739,Neutrophil
3301,Neutrophil
1370,Baso
3265,HSPC
777,Erythroid
3682,Baso
1476,Neutrophil
5078,Baso
3851,HSPC
3383,Baso
509,HSPC
3671,HSPC
834,Baso
5236,Erythroid
2539,Neutrophil
2580,Neutrophil
5281,Baso
777,HSPC
3682,Baso
1004,Neutrophil
3646,Neutrophil
5288,Baso
4683,Erythroid
5768,Baso
4818,Erythroid
766,Neutrophil
5553,Neutrophil
5209,Neutrophil
4904,Baso
965,Neutrophil
2189,Neutrophil
3250,HSPC
5209,Monocyte
4968,Neutrophil
2189,Neutrophil
2539,Neutrophil
4334,Baso
2539,Neutrophil
3522,Neutrophil
1325,Baso
2580,Neutrophil
5236,HSPC
766,Neutrophil
3671,HSPC
3925,Baso
5209,Monocyte
2887,Baso
3592,Baso
1070,HSPC
2994,HSPC
4833,HSPC
4263,HSPC
5573,Monocyte
3345,Neutrophil
3600,Baso
998,HSPC
1983,Baso
1712,HSPC
716,Neutrophil
5295,Baso
1930,Neutrophil
2811,Neutrophil
3924,Neutrophil
1261,Neutrophil
5663,Baso
3093,Baso
1261,Neutrophil
2015,Neutrophil
2673,Monocyte
5150,Baso
346,HSPC
2673,Neutrophil
5295,Baso
739,Neutrophil
1930,Neutrophil
4833,HSPC
2632,Baso
2015,Neutrophil
2131,Erythroid
4758,Neutrophil
1099,Neutrophil
1405,Baso
3646,Neutrophil
1978,Neutrophil
5135,Erythroid
5842,HSPC
1712,Erythroid
3646,Neutrophil
3902,Baso
4419,Baso
2845,Baso
5209,Neutrophil
3682,Baso
2632,Baso
2673,Monocyte
5198,Baso
1180,Baso
5209,Monocyte
2592,Neutrophil
2632,Baso
352,HSPC
982,Neutrophil
766,Monocyte
1691,Neutrophil
4490,HSPC
1983,Baso
3489,HSPC
2843,Baso
5776,Neutrophil
4042,Baso
4833,HSPC
5304,HSPC
4758,Neutrophil
3345,Neutrophil
398,HSPC
5842,HSPC
3646,Neutrophil
5198,Baso
570,Baso
4904,Baso
2015,Neutrophil
1454,Neutrophil
3345,Neutrophil
1978,Neutrophil
3345,Neutrophil
1857,HSPC
5302,Baso
766,Neutrophil
2606,Monocyte
4419,Baso
1180,Baso
1140,Baso
570,Baso
3598,Monocyte
392,Neutrophil
3324,Neutrophil
5209,Neutrophil
4608,Baso
5842,HSPC
1978,Neutrophil
2791,Monocyte
3093,Baso
739,HSPC
4833,HSPC
3265,HSPC
5236,Erythroid
2992,Baso
5295,Baso
2673,Monocyte
784,Neutrophil
3727,Baso
4137,Neutrophil
2887,Baso
998,HSPC
4904,Baso
5137,Neutrophil
2673,Neutrophil
4758,Baso
4758,Baso
2501,Baso
3286,Baso
1099,Neutrophil
3869,Neutrophil
1691,Neutrophil
2256,Baso
2811,Neutrophil
1158,Baso
3925,Baso
766,Neutrophil
5513,Baso
1454,Neutrophil
4968,HSPC
5150,Baso
739,Neutrophil
3522,Neutrophil
4928,Baso
3394,HSPC
2632,Baso
3682,Baso
2256,Baso
1325,Baso
1099,Neutrophil
1555,Monocyte
5591,Neutrophil
5768,HSPC
1484,Neutrophil
850,Monocyte
5433,HSPC
3646,Neutrophil
4812,Erythroid
2580,Neutrophil
2015,Neutrophil
4948,Monocyte
2539,Neutrophil
3966,Erythroid
3904,Baso
5137,Neutrophil
5295,Baso
3682,Baso
3851,Baso
766,Neutrophil
2256,Baso
1164,HSPC
2255,Baso
1340,Baso
3345,Neutrophil
3585,Baso
3374,Baso
4758,Baso
1978,Neutrophil
2673,Neutrophil
3763,Baso
4870,Erythroid
1261,Monocyte
4730,Monocyte
2190,Neutrophil
3972,Baso
5209,Neutrophil
2501,Baso
510,Neutrophil
4609,Baso
5135,Erythroid
2015,Neutrophil
3902,Baso
4968,HSPC
3682,Baso
5295,Baso
1099,Neutrophil
3682,Baso
3093,Baso
3646,Neutrophil
2901,Monocyte
5591,Neutrophil
292,Monocyte
3966,Erythroid
3265,HSPC
1070,HSPC
1180,Baso
2994,Erythroid
766,Neutrophil
4758,Neutrophil
1212,Neutrophil
675,Neutrophil
3804,Neutrophil
4758,Baso
1261,Monocyte
2417,Baso
4833,HSPC
4948,Neutrophil
4217,Neutrophil
4042,Baso
5209,Monocyte
766,Neutrophil
4005,HSPC
2501,Monocyte
2255,Baso
2015,Neutrophil
2580,Neutrophil
4949,Baso
285,Neutrophil
346,Neutrophil
2282,Baso
570,Baso
1099,Neutrophil
5137,Neutrophil
3727,Baso
2887,Baso
3979,Baso
2673,Monocyte
2921,Monocyte
2845,Baso
4608,Baso
2887,Baso
1978,Neutrophil
3522,Monocyte
5209,Monocyte
3301,Neutrophil
766,Neutrophil
4758,Baso
5236,HSPC
2673,HSPC
4730,Monocyte
1140,Baso
4245,Baso
3925,Baso
2015,Neutrophil
2994,HSPC
4833,HSPC
4904,Baso
4683,Erythroid
3925,HSPC
3925,Baso
4743,Baso
3585,Baso
5773,Neutrophil
3869,Neutrophil
3383,Baso
2580,Neutrophil
917,Monocyte
3301,Neutrophil
784,Neutrophil
5433,HSPC
2189,Neutrophil
3646,Neutrophil
3966,HSPC
4730,Monocyte
5692,Monocyte
4833,HSPC
346,Baso
5137,Neutrophil
2282,Baso
3830,Neutrophil
5281,Baso
766,Neutrophil
609,Baso
346,Neutrophil
2994,Erythroid
3096,Monocyte
2190,Neutrophil
510,Neutrophil
1099,Neutrophil
3925,Baso
998,HSPC
4245,Baso
5715,Baso
398,HSPC
1983,Baso
5209,Neutrophil
3394,HSPC
3345,Neutrophil
2319,Neutrophil
3345,Neutrophil
1070,Erythroid
4566,HSPC
4608,Baso
3925,Baso
1184,HSPC
2287,Baso
2256,Baso
2319,Neutrophil
3585,Baso
2580,Neutrophil
5776,Neutrophil
1004,Neutrophil
5236,HSPC
1983,Baso
3925,Baso
3345,Neutrophil
4948,Monocyte
2381,Neutrophil
5663,Baso
2834,Monocyte
3522,Monocyte
570,Baso
5137,Neutrophil
1840,Neutrophil
4948,Monocyte
2811,Neutrophil
5209,Neutrophil
1225,Monocyte
2840,Monocyte
3869,Neutrophil
5796,Baso
2367,Baso
3804,Neutrophil
3646,Neutrophil
2673,Monocyte
5733,Neutrophil
2015,Neutrophil
3646,Neutrophil
814,Baso
4419,Baso
3925,Baso
3093,HSPC
3250,Erythroid
3631,Neutrophil
2190,Neutrophil
5703,HSPC
3972,Baso
5793,HSPC
2673,Monocyte
1261,Neutrophil
1095,Neutrophil
2632,Baso
4730,Monocyte
2010,Baso
784,Neutrophil
3631,Monocyte
965,Neutrophil
1004,Neutrophil
5776,Neutrophil
2673,Neutrophil
4217,Neutrophil
2884,Neutrophil
1503,Neutrophil
2994,Erythroid
998,HSPC
1158,Baso
3256,Baso
3925,Baso
766,Neutrophil
2256,Baso
982,Baso
3324,Neutrophil
1120,Baso
2994,Erythroid
3646,Neutrophil
3925,Baso
4968,Monocyte
5172,Neutrophil
3265,Erythroid
2015,Neutrophil
3869,Neutrophil
2673,Monocyte
3804,Neutrophil
3093,HSPC
4833,HSPC
3774,HSPC
4609,Baso
3585,Baso
5842,HSPC
2606,Monocyte
5198,Baso
3256,Baso
5663,Baso
1370,Baso
4758,Neutrophil
3925,Baso
5078,Erythroid
2015,Neutrophil
3646,Neutrophil
2887,Baso
3345,Neutrophil
4904,Baso
3804,Neutrophil
3902,Baso
3600,Baso
5768,HSPC
2673,HSPC
4739,Monocyte
346,Baso
3682,Baso
4723,Baso
4904,Baso
1749,HSPC
1261,HSPC
5302,Baso
4833,HSPC
1140,Baso
2417,Baso
1212,Neutrophil
2811,Neutrophil
5288,Baso
2539,Neutrophil
2580,Neutrophil
570,Baso
2736,Baso
3250,HSPC
3966,Erythroid
1454,Neutrophil
2015,Neutrophil
1930,Neutrophil
4968,Neutrophil
4758,Neutrophil
3600,Baso
352,HSPC
3692,Monocyte
1749,Erythroid
5573,Monocyte
5137,Neutrophil
4818,Erythroid
4904,Baso
4686,Neutrophil
4245,Baso
2256,Baso
1978,Neutrophil
2091,Neutrophil
2673,Neutrophil
5209,Neutrophil
4245,Baso
4608,Baso
4042,Baso
2015,Neutrophil
2501,Baso
4904,Baso
3324,Neutrophil
4521,HSPC
2673,Monocyte
1370,Baso
3324,Neutrophil
5375,HSPC
2282,Baso
3692,Monocyte
1712,Erythroid
4968,Monocyte
2673,Neutrophil
2256,Baso
1978,Neutrophil
3256,Baso
3345,Neutrophil
2884,Neutrophil
5209,Neutrophil
2381,Neutrophil
3804,Neutrophil
3066,Neutrophil
3516,Baso
1454,Neutrophil
998,HSPC
4724,Baso
4904,Baso
2417,Baso
2811,Neutrophil
2501,Baso
998,HSPC
5062,HSPC
4149,Neutrophil
739,Neutrophil
2367,Baso
2189,Neutrophil
2834,HSPC
3925,Baso
5703,HSPC
766,Neutrophil
3374,Baso
3093,Baso
1261,Neutrophil
2834,HSPC
766,Neutrophil
1180,Baso
4245,Baso
3250,Erythroid
5842,HSPC
777,HSPC
4968,Monocyte
784,Monocyte
4968,Neutrophil
4904,Baso
2887,Baso
3250,HSPC
4609,Baso
784,Monocyte
5768,HSPC
5446,Neutrophil
1291,Baso
2722,Baso
998,HSPC
2834,HSPC
1915,Baso
5281,Baso
2,HSPC
4948,Monocyte
1070,HSPC
3093,Baso
1099,Neutrophil
1978,Neutrophil
516,Baso
1930,Neutrophil
5793,HSPC
4833,HSPC
3925,Baso
3265,HSPC
4968,Monocyte
1261,Neutrophil
2190,Neutrophil
2811,Neutrophil
352,HSPC
998,HSPC
3585,Baso
982,Baso
1745,Erythroid
5144,Neutrophil
3804,Neutrophil
4042,Baso
3585,Baso
3925,Baso
2887,Baso
1099,Neutrophil
1484,Neutrophil
4724,Baso
609,Monocyte
736,Baso
5024,Baso
3522,Monocyte
1434,Baso
3250,HSPC
5842,HSPC
2673,Monocyte
3522,Neutrophil
3119,HSPC
2190,Neutrophil
1978,Neutrophil
5776,Neutrophil
1261,Monocyte
2190,Neutrophil
2673,Neutrophil
301,Neutrophil
3250,HSPC
1745,Erythroid
3585,Baso
4818,Baso
3925,Baso
3682,Baso
3585,Baso
4334,Baso
4818,Erythroid
784,Neutrophil
4724,Baso
4758,Neutrophil
3585,Baso
1099,Neutrophil
3804,Neutrophil
5842,HSPC
3585,Baso
5703,HSPC
5591,Neutrophil
1099,Neutrophil
2015,Neutrophil
609,Baso
4948,Monocyte
4023,Baso
3585,Baso
3066,Neutrophil
766,Neutrophil
2580,Neutrophil
346,Baso
1978,Neutrophil
3682,Baso
2673,Neutrophil
5433,HSPC
3374,Baso
2673,Neutrophil
4743,Baso
2190,Neutrophil
3646,Neutrophil
292,Monocyte
2580,Neutrophil
4968,Monocyte
3924,Neutrophil
3925,Baso
4948,Monocyte
4968,Neutrophil
2417,Baso
716,Neutrophil
82,Neutrophil
2010,Baso
3522,Neutrophil
3646,Neutrophil
1749,Erythroid
2015,Neutrophil
292,Monocyte
3902,Baso
3925,Baso
3522,Neutrophil
5137,Neutrophil
4968,Neutrophil
2768,Baso
2015,Neutrophil
4904,Baso
609,Baso
1745,Erythroid
3804,Neutrophil
1353,Baso
2367,Baso
4187,HSPC
94,HSPC
4544,HSPC
1898,HSPC
3410,HSPC
5827,HSPC
2740,HSPC
948,HSPC
216,HSPC
4676,HSPC
5830,HSPC
1888,HSPC
5412,HSPC
3817,HSPC
1839,HSPC
3392,HSPC
3434,HSPC
1781,HSPC
5168,HSPC
2703,HSPC
4990,HSPC
2243,HSPC
3084,HSPC
4354,HSPC
973,HSPC
2429,HSPC
479,HSPC
2692,HSPC
4018,HSPC
5284,HSPC
3262,HSPC
2691,HSPC
3617,HSPC
46,HSPC
1880,HSPC
4278,HSPC
3676,Monocyte
1286,HSPC
5385,HSPC
5602,HSPC
2893,HSPC
322,Neutrophil
2798,HSPC
881,HSPC
1457,HSPC
218,HSPC
5707,HSPC
4002,HSPC
3098,HSPC
5586,HSPC
5254,HSPC
5339,HSPC
1535,HSPC
3464,HSPC
2620,HSPC
27,HSPC
4271,HSPC
578,HSPC
2745,HSPC
1342,HSPC
4364,HSPC
2664,HSPC
1397,HSPC
4544,HSPC
3956,HSPC
3684,HSPC
4885,HSPC
2426,HSPC
1066,HSPC
520,HSPC
2833,HSPC
3648,HSPC
1522,HSPC
4910,HSPC
3634,HSPC
3098,HSPC
4350,HSPC
3367,HSPC
601,HSPC
5521,HSPC
1029,HSPC
5780,HSPC
5741,HSPC
5467,HSPC
4799,HSPC
2542,HSPC
721,HSPC
5395,HSPC
2012,HSPC
2769,HSPC
3861,HSPC
5054,HSPC
5712,HSPC
5138,HSPC
4857,HSPC
3780,HSPC
4645,HSPC
2554,HSPC
4265,HSPC
4630,HSPC
10,HSPC
3407,HSPC
2561,HSPC
39,HSPC
1453,HSPC
1270,HSPC
1831,HSPC
2960,HSPC
5538,HSPC
2828,HSPC
5381,HSPC
5496,HSPC
4027,HSPC
5859,HSPC
991,HSPC
920,HSPC
1134,HSPC
1837,HSPC
2902,HSPC
1539,HSPC
1954,HSPC
730,HSPC
3964,HSPC
1368,HSPC
86,HSPC
906,HSPC
1770,HSPC
5268,HSPC
3838,HSPC
231,HSPC
1289,HSPC
3957,HSPC
641,HSPC
2134,HSPC
4751,HSPC
191,HSPC
5130,HSPC
3554,HSPC
4228,HSPC
2799,HSPC
3161,HSPC
5840,Erythroid
1441,HSPC
3436,HSPC
3123,HSPC
2105,HSPC
5636,HSPC
5545,HSPC
3049,HSPC
4365,HSPC
4505,HSPC
40,HSPC
2413,HSPC
753,HSPC
4653,HSPC
3579,HSPC
5785,HSPC
303,HSPC
309,HSPC
5138,HSPC
1590,HSPC
5830,HSPC
1698,HSPC
4586,HSPC
1770,HSPC
1646,HSPC
3698,Baso
1490,HSPC
601,HSPC
2296,HSPC
2718,HSPC
1837,HSPC
3449,HSPC
3282,HSPC
3971,HSPC
5746,HSPC
1693,HSPC
4584,HSPC
1086,HSPC
2383,HSPC
1216,HSPC
3074,HSPC
5734,HSPC
5853,HSPC
1888,HSPC
4265,HSPC
5563,HSPC
161,HSPC
3531,HSPC
1847,HSPC
232,HSPC
5662,Neutrophil
5512,HSPC
4084,HSPC
3273,HSPC
1847,HSPC
967,HSPC
5403,HSPC
5118,HSPC
2702,HSPC
1990,HSPC
2852,HSPC
1286,HSPC
3228,HSPC
4775,HSPC
939,HSPC
1216,HSPC
4175,HSPC
3235,HSPC
1426,HSPC
3352,HSPC
3996,HSPC
4360,HSPC
2740,HSPC
4482,HSPC
3989,HSPC
2549,HSPC
525,HSPC
4436,HSPC
3320,HSPC
5114,HSPC
690,HSPC
4995,HSPC
2828,HSPC
541,HSPC
2929,HSPC
5488,HSPC
5413,HSPC
442,HSPC
4127,HSPC
5817,HSPC
1846,HSPC
2687,Lymphoid
5742,HSPC
3709,HSPC
1538,HSPC
3155,HSPC
1669,HSPC
4357,HSPC
1981,Monocyte
2112,HSPC
216,HSPC
5143,HSPC
5701,HSPC
4091,HSPC
310,HSPC
3145,HSPC
4050,HSPC
1111,HSPC
2024,HSPC
3090,HSPC
5272,HSPC
5657,HSPC
2788,HSPC
2328,HSPC
347,HSPC
1937,HSPC
3856,HSPC
3136,HSPC
88,HSPC
5163,HSPC
4669,HSPC
44,HSPC
956,HSPC
3731,HSPC
111,HSPC
3588,HSPC
1489,HSPC
5292,HSPC
2038,HSPC
1418,HSPC
5536,HSPC
2522,HSPC
3306,HSPC
4795,HSPC
155,HSPC
3938,HSPC
1474,HSPC
2006,HSPC
5685,HSPC
3329,HSPC
3525,HSPC
5761,HSPC
2782,HSPC
1478,HSPC
5292,HSPC
3817,HSPC
5174,HSPC
2872,HSPC
1149,HSPC
4195,HSPC
550,HSPC
1422,HSPC
1624,HSPC
1112,HSPC
1414,HSPC
188,HSPC
199,HSPC
3472,HSPC
4004,HSPC
46,HSPC
4560,HSPC
98,HSPC
4976,HSPC
3936,HSPC
4330,Monocyte
2038,HSPC
5380,HSPC
1873,HSPC
1094,HSPC
4484,HSPC
832,HSPC
992,HSPC
1804,HSPC
5402,HSPC
1035,HSPC
2030,HSPC
515,HSPC
5847,HSPC
2035,HSPC
5035,HSPC
479,HSPC
2636,HSPC
920,HSPC
4106,HSPC
5454,HSPC
2252,HSPC
3432,HSPC
521,HSPC
1035,HSPC
5339,HSPC
1155,HSPC
1272,HSPC
542,HSPC
5521,HSPC
5644,HSPC
5746,HSPC
4037,HSPC
1990,HSPC
5777,HSPC
821,HSPC
1428,HSPC
3591,HSPC
797,HSPC
4969,HSPC
5665,HSPC
5350,HSPC
1533,HSPC
4746,HSPC
2696,HSPC
3333,HSPC
4493,HSPC
85,HSPC
5291,HSPC
195,HSPC
2416,HSPC
347,HSPC
3573,HSPC
4214,HSPC
4549,HSPC
4177,HSPC
2617,HSPC
5519,HSPC
2874,HSPC
1471,HSPC
237,HSPC
3200,HSPC
5001,HSPC
1754,HSPC
1421,HSPC
4476,HSPC
3531,HSPC
5847,HSPC
327,HSPC
1335,HSPC
2230,HSPC
3433,HSPC
2975,HSPC
4385,HSPC
1579,HSPC
2312,HSPC
2895,HSPC
1500,HSPC
5331,HSPC
4922,HSPC
1617,HSPC
2860,HSPC
110,HSPC
585,HSPC
2105,HSPC
111,HSPC
4018,HSPC
1209,HSPC
763,HSPC
2113,HSPC
574,HSPC
4815,HSPC
4532,HSPC
2829,HSPC
1154,HSPC
692,HSPC
5486,HSPC
5162,HSPC
1323,HSPC
2590,HSPC
479,HSPC
2796,HSPC
1865,HSPC
4106,HSPC
5448,HSPC
5627,HSPC
4019,HSPC
1255,HSPC
1894,Baso
2730,HSPC
90,Baso
2062,HSPC
3481,HSPC
4639,HSPC
4343,HSPC
1380,HSPC
3862,HSPC
1612,HSPC
4239,HSPC
1229,HSPC
5331,HSPC
309,HSPC
1229,HSPC
4941,HSPC
3936,HSPC
618,HSPC
5690,HSPC
2928,HSPC
5117,HSPC
2838,HSPC
3838,HSPC
3626,HSPC
4177,HSPC
1990,HSPC
728,Baso
5614,HSPC
4910,HSPC
365,HSPC
4037,HSPC
2892,HSPC
1802,HSPC
5608,HSPC
4682,HSPC
5415,HSPC
506,HSPC
764,HSPC
2151,HSPC
216,HSPC
948,HSPC
1926,HSPC
1272,HSPC
3140,HSPC
5337,HSPC
5410,HSPC
5704,HSPC
1167,HSPC
4508,HSPC
2812,HSPC
33,HSPC
5594,HSPC
866,Lymphoid
2880,HSPC
4239,HSPC
4884,HSPC
5397,HSPC
2355,HSPC
4863,HSPC
1533,HSPC
4850,HSPC
2661,HSPC
106,HSPC
4364,HSPC
3826,HSPC
2342,HSPC
4018,HSPC
1081,HSPC
742,HSPC
2864,HSPC
3245,HSPC
2602,HSPC
4869,HSPC
779,HSPC
5109,HSPC
599,HSPC
3164,HSPC
1642,HSPC
1201,HSPC
2356,HSPC
671,HSPC
1710,HSPC
1198,HSPC
1873,HSPC
2311,HSPC
2798,HSPC
1808,HSPC
4841,HSPC
5061,HSPC
68,HSPC
599,HSPC
3881,Neutrophil
5371,HSPC
4682,HSPC
191,HSPC
2601,HSPC
3358,HSPC
517,HSPC
2750,HSPC
1347,HSPC
3325,HSPC
1696,HSPC
2359,HSPC
3123,HSPC
5644,HSPC
3586,HSPC
3698,HSPC
4017,HSPC
166,HSPC
2126,HSPC
5639,HSPC
828,HSPC
3906,HSPC
1153,HSPC
1092,HSPC
5300,HSPC
1029,HSPC
925,HSPC
3081,HSPC
496,HSPC
1155,HSPC
5140,HSPC
5420,HSPC
2044,HSPC
3634,HSPC
399,HSPC
4087,HSPC
4439,HSPC
636,HSPC
5731,HSPC
977,HSPC
4760,HSPC
3528,HSPC
4094,HSPC
4391,HSPC
2906,HSPC
3010,HSPC
5538,HSPC
3235,HSPC
3938,HSPC
1928,HSPC
3069,HSPC
4272,HSPC
4003,HSPC
1163,HSPC
2253,HSPC
4354,HSPC
5403,HSPC
2401,HSPC
2437,HSPC
1288,HSPC
345,HSPC
1901,HSPC
1986,HSPC
3881,HSPC
462,HSPC
5536,HSPC
289,HSPC
2012,Monocyte
376,HSPC
618,HSPC
2382,HSPC
5232,HSPC
5800,HSPC
2048,HSPC
3452,HSPC
5131,HSPC
2782,HSPC
4526,HSPC
5068,HSPC
1240,HSPC
2080,HSPC
4552,HSPC
4589,HSPC
2880,HSPC
4135,HSPC
2204,HSPC
2833,HSPC
3689,HSPC
3074,HSPC
70,HSPC
3496,HSPC
45,HSPC
2897,HSPC
2522,HSPC
1667,HSPC
5415,HSPC
2549,HSPC
775,HSPC
3944,HSPC
1030,HSPC
5690,HSPC
3608,HSPC
2284,HSPC
2323,HSPC
191,HSPC
5657,HSPC
1646,HSPC
946,HSPC
4445,HSPC
4445,HSPC
5665,HSPC
4702,HSPC
1698,HSPC
3621,HSPC
3215,HSPC
5599,HSPC
585,HSPC
1453,HSPC
40,HSPC
4869,HSPC
743,HSPC
4551,HSPC
5131,HSPC
1644,HSPC
4396,HSPC
4728,HSPC
3031,HSPC
4119,HSPC
3834,HSPC
1276,HSPC
3956,HSPC
4905,HSPC
32,HSPC
4373,HSPC
2796,HSPC
2221,HSPC
5781,HSPC
5488,HSPC
4532,HSPC
5467,HSPC
5828,Monocyte
4458,HSPC
3946,HSPC
2786,HSPC
4676,HSPC
3824,HSPC
1123,HSPC
5117,HSPC
2524,HSPC
5388,HSPC
3145,HSPC
1463,HSPC
1360,HSPC
5488,HSPC
2056,HSPC
5190,HSPC
4544,HSPC
2328,HSPC
3337,HSPC
3164,HSPC
515,HSPC
1632,HSPC
4214,HSPC
5761,HSPC
4050,HSPC
2808,HSPC
2412,HSPC
5799,HSPC
5627,HSPC
2134,HSPC
2433,HSPC
3282,HSPC
2112,HSPC
3387,HSPC
2922,HSPC
3894,HSPC
4343,HSPC
2748,HSPC
4507,HSPC
618,HSPC
5616,HSPC
277,HSPC
2933,HSPC
4439,HSPC
3311,HSPC
1229,HSPC
922,HSPC
5616,HSPC
4740,HSPC
536,HSPC
5701,HSPC
3676,HSPC
4214,HSPC
2221,HSPC
2037,HSPC
2088,HSPC
2880,HSPC
4362,HSPC
1597,HSPC
2048,HSPC
1128,HSPC
1052,HSPC
3587,HSPC
2943,HSPC
2373,HSPC
546,HSPC
269,HSPC
678,HSPC
3651,HSPC
5010,HSPC
742,HSPC
5516,HSPC
4084,HSPC
5395,HSPC
2769,HSPC
1617,HSPC
3617,HSPC
1743,HSPC
3689,HSPC
3106,HSPC
3730,HSPC
2215,HSPC
1066,HSPC
1576,HSPC
3001,HSPC
4794,HSPC
1049,HSPC
1012,HSPC
828,HSPC
5586,HSPC
1743,HSPC
